fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAlta,casosAislamiento,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-02-28,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-28,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-28,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-27,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-27,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-27,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-26,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-26,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-26,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-25,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-25,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-25,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-24,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-24,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-24,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-23,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-23,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-23,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
