fecha,nombre_pais,codigo_pais,nombre_ccaa,codigo_ccaa,lat,long,casos_confirmados,casos_UCI,casos_fallecidos,casos_recuperados,caso_confirmado_diario
2020-03-02,España,ES,Extremadura,11,39.19149925,-6.15082693,6,0,0,,6
2020-03-02,España,ES,Galicia,12,42.75679663,-7.910563441,0,0,0,,0
2020-03-02,España,ES,Madrid,13,40.49508296,-3.717040066,29,0,0,,24
2020-03-02,España,ES,Melilla,19,35.29082799,-2.950535523,0,0,0,,0
2020-03-02,España,ES,Murcia,14,38.00236791,-1.485758575,0,0,0,,0
2020-03-02,España,ES,Navarra,15,42.66720115,-1.646111769,1,0,0,,1
2020-03-02,España,ES,País Vasco,16,43.04336306,-2.616817921,9,0,0,,9
2020-03-02,España,ES,La Rioja,17,42.27487336,-2.51703984,1,0,0,,1
2020-02-28,España,ES,Andalucía,1,37.46327438,-4.575625136,6,0,0,,5
2020-02-28,España,ES,Aragón,2,41.51953555,-0.659846412,1,0,0,,1
2020-02-28,España,ES,Asturias,3,43.29235786,-5.993509325,0,0,0,,0
2020-02-28,España,ES,Baleares,4,39.57518899,2.912291721,1,0,0,,0
2020-02-28,España,ES,Canarias,5,28.33979859,-15.67209842,6,0,0,,0
2020-02-28,España,ES,Cantabria,6,43.19751954,-4.030012132,0,0,0,,0
2020-02-28,España,ES,Castilla-La Mancha,8,39.58098963,-3.004627772,0,0,0,,0
2020-02-28,España,ES,Castilla y León,7,41.75439621,-4.78188694,2,0,0,,2
2020-02-28,España,ES,Cataluña,9,41.79855378,1.529053485,3,0,0,,1
2020-02-28,España,ES,Ceuta,18,35.89340699,-5.343424039,0,0,0,,0
2020-02-28,España,ES,Comunidad Valenciana,10,39.40155846,-0.5547267325,8,0,0,,6
2020-02-28,España,ES,Extremadura,11,39.19149925,-6.15082693,0,0,0,,0
2020-02-28,España,ES,Galicia,12,42.75679663,-7.910563441,0,0,0,,0
2020-02-28,España,ES,Madrid,13,40.49508296,-3.717040066,5,0,0,,1
2020-02-28,España,ES,Melilla,19,35.29082799,-2.950535523,0,0,0,,0
2020-02-28,España,ES,Murcia,14,38.00236791,-1.485758575,0,0,0,,0
2020-02-28,España,ES,Navarra,15,42.66720115,-1.646111769,0,0,0,,0
2020-02-28,España,ES,País Vasco,16,43.04336306,-2.616817921,0,0,0,,0
2020-02-28,España,ES,La Rioja,17,42.27487336,-2.51703984,0,0,0,,0
2020-02-27,España,ES,Andalucía,1,37.46327438,-4.575625136,1,0,0,,1
2020-02-27,España,ES,Aragón,2,41.51953555,-0.659846412,0,0,0,,0
2020-02-27,España,ES,Asturias,3,43.29235786,-5.993509325,0,0,0,,0
2020-02-27,España,ES,Baleares,4,39.57518899,2.912291721,1,0,0,,1
2020-02-27,España,ES,Canarias,5,28.33979859,-15.67209842,6,0,0,,6
2020-02-27,España,ES,Cantabria,6,43.19751954,-4.030012132,0,0,0,,0
2020-02-27,España,ES,Castilla-La Mancha,8,39.58098963,-3.004627772,0,0,0,,0
2020-02-27,España,ES,Castilla y León,7,41.75439621,-4.78188694,0,0,0,,0
2020-02-27,España,ES,Cataluña,9,41.79855378,1.529053485,2,0,0,,2
2020-02-27,España,ES,Ceuta,18,35.89340699,-5.343424039,0,0,0,,0
2020-02-27,España,ES,Comunidad Valenciana,10,39.40155846,-0.5547267325,2,0,0,,2
2020-02-27,España,ES,Extremadura,11,39.19149925,-6.15082693,0,0,0,,0
2020-02-27,España,ES,Galicia,12,42.75679663,-7.910563441,0,0,0,,0
2020-02-27,España,ES,Madrid,13,40.49508296,-3.717040066,4,0,0,,4
2020-02-27,España,ES,Melilla,19,35.29082799,-2.950535523,0,0,0,,0
2020-02-27,España,ES,Murcia,14,38.00236791,-1.485758575,0,0,0,,0
2020-02-27,España,ES,Navarra,15,42.66720115,-1.646111769,0,0,0,,0
2020-02-27,España,ES,País Vasco,16,43.04336306,-2.616817921,0,0,0,,0
2020-02-27,España,ES,La Rioja,17,42.27487336,-2.51703984,0,0,0,,0
